QueryMolecule,PromptType,Prediction,ExtractedRatings,GT_FISH,GT_COLD,GT_AMMONIA,GT_DECAYED,GT_STRENGTH,GT_PLEASANT,GT_FAMILIAR,FISH_error,FISH_predicted,FISH_actual,COLD_error,COLD_predicted,COLD_actual,AMMONIA/URINOUS_error,AMMONIA/URINOUS_predicted,AMMONIA/URINOUS_actual,DECAYED_error,DECAYED_predicted,DECAYED_actual,HOW STRONG IS THE SMELL?_error,HOW STRONG IS THE SMELL?_predicted,HOW STRONG IS THE SMELL?_actual,HOW PLEASANT IS THE SMELL?_error,HOW PLEASANT IS THE SMELL?_predicted,HOW PLEASANT IS THE SMELL?_actual,HOW FAMILIAR IS THE SMELL?_error,HOW FAMILIAR IS THE SMELL?_predicted,HOW FAMILIAR IS THE SMELL?_actual,mean_absolute_error,dimensions_evaluated,error
propyl butyrate,basic,"<scent_ratings>
{
    ""molecule"": ""propyl butyrate"",
    ""EDIBLE"": 60.0,
    ""BAKERY"": 55.0,
    ""SWEET"": 65.0,
    ""FRUIT"": 70.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 30.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 5.0,
    ""ACID"": 20.0,
    ""WARM"": 40.0,
    ""MUSKY"": 10.0,
    ""SWEATY"": 5.0,
    ""AMMONIA/URINOUS"": 15.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 30.0,
    ""GRASS"": 25.0,
    ""FLOWER"": 50.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 45.0,
    ""HOW PLEASANT IS THE SMELL?"": 60.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': 'propyl butyrate', 'EDIBLE': 60.0, 'BAKERY': 55.0, 'SWEET': 65.0, 'FRUIT': 70.0, 'FISH': 20.0, 'GARLIC': 10.0, 'SPICES': 30.0, 'COLD': 25.0, 'SOUR': 15.0, 'BURNT': 5.0, 'ACID': 20.0, 'WARM': 40.0, 'MUSKY': 10.0, 'SWEATY': 5.0, 'AMMONIA/URINOUS': 15.0, 'DECAYED': 10.0, 'WOOD': 30.0, 'GRASS': 25.0, 'FLOWER': 50.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 45.0, 'HOW PLEASANT IS THE SMELL?': 60.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",26.0,17.142857142857142,25.58823529411765,23.38095238095238,52.92631578947368,38.72631578947368,46.97894736842105,6.0,20.0,26.0,7.857142857142858,25.0,17.142857142857142,10.588235294117649,15.0,25.58823529411765,13.38095238095238,10.0,23.38095238095238,7.9263157894736835,45.0,52.92631578947368,21.27368421052632,60.0,38.72631578947368,3.0210526315789465,50.0,46.97894736842105,10.006769023398833,7.0,
geranyl acetate,basic,"<scent_ratings>
{
    ""molecule"": ""geranyl acetate"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 25.0,
    ""SWEET"": 60.0,
    ""FRUIT"": 70.0,
    ""FISH"": 20.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 15.0,
    ""COLD"": 30.0,
    ""SOUR"": 10.0,
    ""BURNT"": 5.0,
    ""ACID"": 15.0,
    ""WARM"": 40.0,
    ""MUSKY"": 10.0,
    ""SWEATY"": 5.0,
    ""AMMONIA/URINOUS"": 15.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 20.0,
    ""GRASS"": 25.0,
    ""FLOWER"": 75.0,
    ""CHEMICAL"": 10.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 65.0,
    ""HOW FAMILIAR IS THE SMELL?"": 55.0
}
</scent_ratings>","{'molecule': 'geranyl acetate', 'EDIBLE': 30.0, 'BAKERY': 25.0, 'SWEET': 60.0, 'FRUIT': 70.0, 'FISH': 20.0, 'GARLIC': 5.0, 'SPICES': 15.0, 'COLD': 30.0, 'SOUR': 10.0, 'BURNT': 5.0, 'ACID': 15.0, 'WARM': 40.0, 'MUSKY': 10.0, 'SWEATY': 5.0, 'AMMONIA/URINOUS': 15.0, 'DECAYED': 10.0, 'WOOD': 20.0, 'GRASS': 25.0, 'FLOWER': 75.0, 'CHEMICAL': 10.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 65.0, 'HOW FAMILIAR IS THE SMELL?': 55.0}",24.0,10.2,25.428571428571427,15.333333333333334,18.372881355932204,51.10169491525424,37.59322033898305,4.0,20.0,24.0,19.8,30.0,10.2,10.428571428571427,15.0,25.428571428571427,5.333333333333334,10.0,15.333333333333334,31.627118644067796,50.0,18.372881355932204,13.898305084745758,65.0,51.10169491525424,17.406779661016948,55.0,37.59322033898305,14.642015450247897,7.0,
"3-Acetyl-2,5-dimethylfuran",basic,"<scent_ratings>
{
    ""molecule"": ""3-Acetyl-2,5-dimethylfuran"",
    ""EDIBLE"": 45.0,
    ""BAKERY"": 50.0,
    ""SWEET"": 55.0,
    ""FRUIT"": 40.0,
    ""FISH"": 42.8,
    ""GARLIC"": 10.0,
    ""SPICES"": 30.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 20.0,
    ""ACID"": 10.0,
    ""WARM"": 35.0,
    ""MUSKY"": 20.0,
    ""SWEATY"": 15.0,
    ""AMMONIA/URINOUS"": 25.0,
    ""DECAYED"": 20.0,
    ""WOOD"": 30.0,
    ""GRASS"": 25.0,
    ""FLOWER"": 40.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 55.0,
    ""HOW PLEASANT IS THE SMELL?"": 50.0,
    ""HOW FAMILIAR IS THE SMELL?"": 45.0
}
</scent_ratings>","{'molecule': '3-Acetyl-2,5-dimethylfuran', 'EDIBLE': 45.0, 'BAKERY': 50.0, 'SWEET': 55.0, 'FRUIT': 40.0, 'FISH': 42.8, 'GARLIC': 10.0, 'SPICES': 30.0, 'COLD': 25.0, 'SOUR': 15.0, 'BURNT': 20.0, 'ACID': 10.0, 'WARM': 35.0, 'MUSKY': 20.0, 'SWEATY': 15.0, 'AMMONIA/URINOUS': 25.0, 'DECAYED': 20.0, 'WOOD': 30.0, 'GRASS': 25.0, 'FLOWER': 40.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 55.0, 'HOW PLEASANT IS THE SMELL?': 50.0, 'HOW FAMILIAR IS THE SMELL?': 45.0}",23.33333333333333,24.142857142857142,40.42857142857143,27.25,50.0,36.972972972972975,43.472972972972975,19.46666666666667,42.8,23.33333333333333,0.8571428571428577,25.0,24.142857142857142,15.42857142857143,25.0,40.42857142857143,7.25,20.0,27.25,5.0,55.0,50.0,13.027027027027025,50.0,36.972972972972975,1.5270270270270245,45.0,43.472972972972975,8.936633572347858,7.0,
Omega-Pentadecalactone,basic,"<scent_ratings>
{
    ""molecule"": ""Omega-Pentadecalactone"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 35.0,
    ""SWEET"": 40.0,
    ""FRUIT"": 25.0,
    ""FISH"": 20.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 15.0,
    ""COLD"": 30.0,
    ""SOUR"": 10.0,
    ""BURNT"": 5.0,
    ""ACID"": 15.0,
    ""WARM"": 40.0,
    ""MUSKY"": 20.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 15.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 30.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 25.0,
    ""CHEMICAL"": 10.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 55.0,
    ""HOW FAMILIAR IS THE SMELL?"": 45.0
}
</scent_ratings>","{'molecule': 'Omega-Pentadecalactone', 'EDIBLE': 30.0, 'BAKERY': 35.0, 'SWEET': 40.0, 'FRUIT': 25.0, 'FISH': 20.0, 'GARLIC': 5.0, 'SPICES': 15.0, 'COLD': 30.0, 'SOUR': 10.0, 'BURNT': 5.0, 'ACID': 15.0, 'WARM': 40.0, 'MUSKY': 20.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 15.0, 'DECAYED': 10.0, 'WOOD': 30.0, 'GRASS': 20.0, 'FLOWER': 25.0, 'CHEMICAL': 10.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 55.0, 'HOW FAMILIAR IS THE SMELL?': 45.0}",1.0,25.46153846153846,20.5,29.33333333333333,45.40506329113924,66.87341772151899,49.74683544303797,19.0,20.0,1.0,4.53846153846154,30.0,25.46153846153846,5.5,15.0,20.5,19.33333333333333,10.0,29.33333333333333,4.594936708860757,50.0,45.40506329113924,11.87341772151899,55.0,66.87341772151899,4.746835443037973,45.0,49.74683544303797,9.940997820744656,7.0,
"3,7-Dimethyl-1-octanol",basic,"<scent_ratings>
{
    ""molecule"": ""3,7-Dimethyl-1-octanol"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 25.0,
    ""SWEET"": 40.0,
    ""FRUIT"": 35.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 25.0,
    ""COLD"": 30.0,
    ""SOUR"": 15.0,
    ""BURNT"": 5.0,
    ""ACID"": 10.0,
    ""WARM"": 40.0,
    ""MUSKY"": 20.0,
    ""SWEATY"": 15.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 30.0,
    ""GRASS"": 25.0,
    ""FLOWER"": 20.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 55.0,
    ""HOW FAMILIAR IS THE SMELL?"": 45.0
}
</scent_ratings>","{'molecule': '3,7-Dimethyl-1-octanol', 'EDIBLE': 30.0, 'BAKERY': 25.0, 'SWEET': 40.0, 'FRUIT': 35.0, 'FISH': 20.0, 'GARLIC': 10.0, 'SPICES': 25.0, 'COLD': 30.0, 'SOUR': 15.0, 'BURNT': 5.0, 'ACID': 10.0, 'WARM': 40.0, 'MUSKY': 20.0, 'SWEATY': 15.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 10.0, 'WOOD': 30.0, 'GRASS': 25.0, 'FLOWER': 20.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 55.0, 'HOW FAMILIAR IS THE SMELL?': 45.0}",31.0,35.642857142857146,27.0,30.444444444444443,61.0945945945946,41.17567567567568,52.94594594594594,11.0,20.0,31.0,5.642857142857146,30.0,35.642857142857146,7.0,20.0,27.0,20.444444444444443,10.0,30.444444444444443,11.094594594594597,50.0,61.0945945945946,13.824324324324323,55.0,41.17567567567568,7.945945945945937,45.0,52.94594594594594,10.993166636023776,7.0,
geraniol,basic,"<scent_ratings>
{
    ""molecule"": ""geraniol"",
    ""EDIBLE"": 60,
    ""BAKERY"": 50,
    ""SWEET"": 70,
    ""FRUIT"": 80,
    ""FISH"": 10,
    ""GARLIC"": 5,
    ""SPICES"": 30,
    ""COLD"": 25,
    ""SOUR"": 15,
    ""BURNT"": 5,
    ""ACID"": 20,
    ""WARM"": 40,
    ""MUSKY"": 10,
    ""SWEATY"": 5,
    ""AMMONIA/URINOUS"": 10,
    ""DECAYED"": 5,
    ""WOOD"": 30,
    ""GRASS"": 60,
    ""FLOWER"": 90,
    ""CHEMICAL"": 15,
    ""HOW STRONG IS THE SMELL?"": 50,
    ""HOW PLEASANT IS THE SMELL?"": 75,
    ""HOW FAMILIAR IS THE SMELL?"": 65
}
</scent_ratings>","{'molecule': 'geraniol', 'EDIBLE': 60, 'BAKERY': 50, 'SWEET': 70, 'FRUIT': 80, 'FISH': 10, 'GARLIC': 5, 'SPICES': 30, 'COLD': 25, 'SOUR': 15, 'BURNT': 5, 'ACID': 20, 'WARM': 40, 'MUSKY': 10, 'SWEATY': 5, 'AMMONIA/URINOUS': 10, 'DECAYED': 5, 'WOOD': 30, 'GRASS': 60, 'FLOWER': 90, 'CHEMICAL': 15, 'HOW STRONG IS THE SMELL?': 50, 'HOW PLEASANT IS THE SMELL?': 75, 'HOW FAMILIAR IS THE SMELL?': 65}",,19.4,22.4,27.4,59.223404255319146,60.42553191489362,54.03191489361702,,10.0,,5.600000000000001,25.0,19.4,12.399999999999999,10.0,22.4,22.4,5.0,27.4,9.223404255319146,50.0,59.223404255319146,14.574468085106382,75.0,60.42553191489362,10.96808510638298,65.0,54.03191489361702,,7.0,
Nerol,basic,"<scent_ratings>
{
    ""molecule"": ""Nerol"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 25.0,
    ""SWEET"": 60.0,
    ""FRUIT"": 70.0,
    ""FISH"": 10.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 20.0,
    ""COLD"": 30.0,
    ""SOUR"": 15.0,
    ""BURNT"": 5.0,
    ""ACID"": 10.0,
    ""WARM"": 40.0,
    ""MUSKY"": 15.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 5.0,
    ""DECAYED"": 5.0,
    ""WOOD"": 20.0,
    ""GRASS"": 30.0,
    ""FLOWER"": 80.0,
    ""CHEMICAL"": 10.0,
    ""HOW STRONG IS THE SMELL?"": 40.0,
    ""HOW PLEASANT IS THE SMELL?"": 75.0,
    ""HOW FAMILIAR IS THE SMELL?"": 60.0
}
</scent_ratings>","{'molecule': 'Nerol', 'EDIBLE': 30.0, 'BAKERY': 25.0, 'SWEET': 60.0, 'FRUIT': 70.0, 'FISH': 10.0, 'GARLIC': 5.0, 'SPICES': 20.0, 'COLD': 30.0, 'SOUR': 15.0, 'BURNT': 5.0, 'ACID': 10.0, 'WARM': 40.0, 'MUSKY': 15.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 5.0, 'DECAYED': 5.0, 'WOOD': 20.0, 'GRASS': 30.0, 'FLOWER': 80.0, 'CHEMICAL': 10.0, 'HOW STRONG IS THE SMELL?': 40.0, 'HOW PLEASANT IS THE SMELL?': 75.0, 'HOW FAMILIAR IS THE SMELL?': 60.0}",24.5,31.933333333333334,29.363636363636363,26.166666666666668,52.94117647058823,56.51764705882353,52.34117647058824,14.5,10.0,24.5,1.9333333333333336,30.0,31.933333333333334,24.363636363636363,5.0,29.363636363636363,21.166666666666668,5.0,26.166666666666668,12.941176470588232,40.0,52.94117647058823,18.482352941176472,75.0,56.51764705882353,7.658823529411762,60.0,52.34117647058824,14.435141329258977,7.0,
Isoamyl butyrate,basic,"<scent_ratings>
{
    ""molecule"": ""Isoamyl butyrate"",
    ""EDIBLE"": 60.0,
    ""BAKERY"": 55.0,
    ""SWEET"": 65.0,
    ""FRUIT"": 70.0,
    ""FISH"": 20.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 30.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 10.0,
    ""ACID"": 20.0,
    ""WARM"": 50.0,
    ""MUSKY"": 15.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 15.0,
    ""WOOD"": 25.0,
    ""GRASS"": 30.0,
    ""FLOWER"": 40.0,
    ""CHEMICAL"": 10.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 65.0,
    ""HOW FAMILIAR IS THE SMELL?"": 55.0
}
</scent_ratings>","{'molecule': 'Isoamyl butyrate', 'EDIBLE': 60.0, 'BAKERY': 55.0, 'SWEET': 65.0, 'FRUIT': 70.0, 'FISH': 20.0, 'GARLIC': 5.0, 'SPICES': 30.0, 'COLD': 25.0, 'SOUR': 15.0, 'BURNT': 10.0, 'ACID': 20.0, 'WARM': 50.0, 'MUSKY': 15.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 15.0, 'WOOD': 25.0, 'GRASS': 30.0, 'FLOWER': 40.0, 'CHEMICAL': 10.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 65.0, 'HOW FAMILIAR IS THE SMELL?': 55.0}",15.25,29.444444444444443,17.875,23.63636363636364,48.151898734177216,50.177215189873415,46.10126582278481,4.75,20.0,15.25,4.444444444444443,25.0,29.444444444444443,2.125,20.0,17.875,8.63636363636364,15.0,23.63636363636364,1.848101265822784,50.0,48.151898734177216,14.822784810126585,65.0,50.177215189873415,8.89873417721519,55.0,46.10126582278481,6.503632619138949,7.0,
Ethyl heptanoate,basic,"<scent_ratings>
{
    ""molecule"": ""Ethyl heptanoate"",
    ""EDIBLE"": 60.0,
    ""BAKERY"": 55.0,
    ""SWEET"": 65.0,
    ""FRUIT"": 70.0,
    ""FISH"": 20.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 30.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 10.0,
    ""ACID"": 20.0,
    ""WARM"": 50.0,
    ""MUSKY"": 15.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 15.0,
    ""WOOD"": 30.0,
    ""GRASS"": 25.0,
    ""FLOWER"": 40.0,
    ""CHEMICAL"": 10.0,
    ""HOW STRONG IS THE SMELL?"": 45.0,
    ""HOW PLEASANT IS THE SMELL?"": 60.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': 'Ethyl heptanoate', 'EDIBLE': 60.0, 'BAKERY': 55.0, 'SWEET': 65.0, 'FRUIT': 70.0, 'FISH': 20.0, 'GARLIC': 5.0, 'SPICES': 30.0, 'COLD': 25.0, 'SOUR': 15.0, 'BURNT': 10.0, 'ACID': 20.0, 'WARM': 50.0, 'MUSKY': 15.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 15.0, 'WOOD': 30.0, 'GRASS': 25.0, 'FLOWER': 40.0, 'CHEMICAL': 10.0, 'HOW STRONG IS THE SMELL?': 45.0, 'HOW PLEASANT IS THE SMELL?': 60.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",27.0,20.25,24.0,21.33333333333333,53.41489361702128,59.56382978723404,52.48936170212766,7.0,20.0,27.0,4.75,25.0,20.25,4.0,20.0,24.0,6.333333333333329,15.0,21.33333333333333,8.414893617021278,45.0,53.41489361702128,0.43617021276595835,60.0,59.56382978723404,2.4893617021276597,50.0,52.48936170212766,4.774822695035461,7.0,
Ethyl octanoate,basic,"```json
{
    ""molecule"": ""Ethyl octanoate"",
    ""EDIBLE"": 60.0,
    ""BAKERY"": 55.0,
    ""SWEET"": 65.0,
    ""FRUIT"": 70.0,
    ""FISH"": 20.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 30.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 10.0,
    ""ACID"": 20.0,
    ""WARM"": 40.0,
    ""MUSKY"": 10.0,
    ""SWEATY"": 5.0,
    ""AMMONIA/URINOUS"": 15.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 25.0,
    ""GRASS"": 30.0,
    ""FLOWER"": 50.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 65.0,
    ""HOW FAMILIAR IS THE SMELL?"": 55.0
}
```",PARSE_ERROR,21.0,18.53846153846154,1.2,12.5,51.3,64.41111111111111,52.43333333333333,,,,,,,,,,,,,,,,,,,,,,,,Could not parse prediction
Propyl propionate,basic,"<scent_ratings>
{
    ""molecule"": ""Propyl propionate"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 25.0,
    ""SWEET"": 40.0,
    ""FRUIT"": 35.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 25.0,
    ""COLD"": 30.0,
    ""SOUR"": 15.0,
    ""BURNT"": 5.0,
    ""ACID"": 20.0,
    ""WARM"": 30.0,
    ""MUSKY"": 15.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 15.0,
    ""WOOD"": 25.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 30.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 55.0,
    ""HOW FAMILIAR IS THE SMELL?"": 45.0
}
</scent_ratings>","{'molecule': 'Propyl propionate', 'EDIBLE': 30.0, 'BAKERY': 25.0, 'SWEET': 40.0, 'FRUIT': 35.0, 'FISH': 20.0, 'GARLIC': 10.0, 'SPICES': 25.0, 'COLD': 30.0, 'SOUR': 15.0, 'BURNT': 5.0, 'ACID': 20.0, 'WARM': 30.0, 'MUSKY': 15.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 15.0, 'WOOD': 25.0, 'GRASS': 20.0, 'FLOWER': 30.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 55.0, 'HOW FAMILIAR IS THE SMELL?': 45.0}",11.5,23.176470588235293,22.545454545454547,32.0,57.04,45.72,45.28,8.5,20.0,11.5,6.8235294117647065,30.0,23.176470588235293,2.5454545454545467,20.0,22.545454545454547,17.0,15.0,32.0,7.039999999999999,50.0,57.04,9.280000000000001,55.0,45.72,0.28000000000000114,45.0,45.28,7.352711993888465,7.0,
p-cresol,basic,"<scent_ratings>
{
    ""molecule"": ""p-cresol"",
    ""EDIBLE"": 20.0,
    ""BAKERY"": 15.0,
    ""SWEET"": 10.0,
    ""FRUIT"": 5.0,
    ""FISH"": 30.0,
    ""GARLIC"": 25.0,
    ""SPICES"": 35.0,
    ""COLD"": 20.0,
    ""SOUR"": 15.0,
    ""BURNT"": 25.0,
    ""ACID"": 20.0,
    ""WARM"": 30.0,
    ""MUSKY"": 40.0,
    ""SWEATY"": 35.0,
    ""AMMONIA/URINOUS"": 30.0,
    ""DECAYED"": 25.0,
    ""WOOD"": 50.0,
    ""GRASS"": 15.0,
    ""FLOWER"": 10.0,
    ""CHEMICAL"": 20.0,
    ""HOW STRONG IS THE SMELL?"": 60.0,
    ""HOW PLEASANT IS THE SMELL?"": 30.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': 'p-cresol', 'EDIBLE': 20.0, 'BAKERY': 15.0, 'SWEET': 10.0, 'FRUIT': 5.0, 'FISH': 30.0, 'GARLIC': 25.0, 'SPICES': 35.0, 'COLD': 20.0, 'SOUR': 15.0, 'BURNT': 25.0, 'ACID': 20.0, 'WARM': 30.0, 'MUSKY': 40.0, 'SWEATY': 35.0, 'AMMONIA/URINOUS': 30.0, 'DECAYED': 25.0, 'WOOD': 50.0, 'GRASS': 15.0, 'FLOWER': 10.0, 'CHEMICAL': 20.0, 'HOW STRONG IS THE SMELL?': 60.0, 'HOW PLEASANT IS THE SMELL?': 30.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",18.0,26.05555555555556,34.361111111111114,29.214285714285715,73.71153846153847,31.98076923076923,54.55769230769231,12.0,30.0,18.0,6.055555555555561,20.0,26.05555555555556,4.361111111111114,30.0,34.361111111111114,4.214285714285715,25.0,29.214285714285715,13.711538461538467,60.0,73.71153846153847,1.98076923076923,30.0,31.98076923076923,4.557692307692307,50.0,54.55769230769231,6.697278911564628,7.0,
dimethyl succinate,basic,"<scent_ratings>
{
    ""molecule"": ""dimethyl succinate"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 25.0,
    ""SWEET"": 40.0,
    ""FRUIT"": 35.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 25.0,
    ""COLD"": 30.0,
    ""SOUR"": 15.0,
    ""BURNT"": 5.0,
    ""ACID"": 20.0,
    ""WARM"": 30.0,
    ""MUSKY"": 10.0,
    ""SWEATY"": 5.0,
    ""AMMONIA/URINOUS"": 15.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 20.0,
    ""GRASS"": 25.0,
    ""FLOWER"": 30.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 40.0,
    ""HOW PLEASANT IS THE SMELL?"": 55.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': 'dimethyl succinate', 'EDIBLE': 30.0, 'BAKERY': 25.0, 'SWEET': 40.0, 'FRUIT': 35.0, 'FISH': 20.0, 'GARLIC': 10.0, 'SPICES': 25.0, 'COLD': 30.0, 'SOUR': 15.0, 'BURNT': 5.0, 'ACID': 20.0, 'WARM': 30.0, 'MUSKY': 10.0, 'SWEATY': 5.0, 'AMMONIA/URINOUS': 15.0, 'DECAYED': 10.0, 'WOOD': 20.0, 'GRASS': 25.0, 'FLOWER': 30.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 40.0, 'HOW PLEASANT IS THE SMELL?': 55.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",3.0,27.307692307692307,23.73913043478261,30.76923076923077,58.51515151515152,46.333333333333336,44.71717171717172,17.0,20.0,3.0,2.6923076923076934,30.0,27.307692307692307,8.73913043478261,15.0,23.73913043478261,20.76923076923077,10.0,30.76923076923077,18.515151515151523,40.0,58.51515151515152,8.666666666666664,55.0,46.333333333333336,5.282828282828277,50.0,44.71717171717172,11.666473622995364,7.0,
3-octanone,basic,"<scent_ratings>
{
    ""molecule"": ""3-octanone"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 25.0,
    ""SWEET"": 35.0,
    ""FRUIT"": 40.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 15.0,
    ""COLD"": 30.0,
    ""SOUR"": 20.0,
    ""BURNT"": 15.0,
    ""ACID"": 25.0,
    ""WARM"": 35.0,
    ""MUSKY"": 20.0,
    ""SWEATY"": 15.0,
    ""AMMONIA/URINOUS"": 25.0,
    ""DECAYED"": 20.0,
    ""WOOD"": 30.0,
    ""GRASS"": 25.0,
    ""FLOWER"": 20.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 45.0,
    ""HOW FAMILIAR IS THE SMELL?"": 40.0
}
</scent_ratings>","{'molecule': '3-octanone', 'EDIBLE': 30.0, 'BAKERY': 25.0, 'SWEET': 35.0, 'FRUIT': 40.0, 'FISH': 20.0, 'GARLIC': 10.0, 'SPICES': 15.0, 'COLD': 30.0, 'SOUR': 20.0, 'BURNT': 15.0, 'ACID': 25.0, 'WARM': 35.0, 'MUSKY': 20.0, 'SWEATY': 15.0, 'AMMONIA/URINOUS': 25.0, 'DECAYED': 20.0, 'WOOD': 30.0, 'GRASS': 25.0, 'FLOWER': 20.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 45.0, 'HOW FAMILIAR IS THE SMELL?': 40.0}",2.5,32.75,16.333333333333332,24.454545454545453,51.43956043956044,51.94505494505494,47.87912087912088,17.5,20.0,2.5,2.75,30.0,32.75,8.666666666666668,25.0,16.333333333333332,4.454545454545453,20.0,24.454545454545453,1.439560439560438,50.0,51.43956043956044,6.945054945054942,45.0,51.94505494505494,7.879120879120883,40.0,47.87912087912088,7.0907069121354835,7.0,
